,"V2X_TCC_Campaign_1_Fase_3: mcs 0, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 1, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 2, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 3, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 4, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 5, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 6, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 7, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 8, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 9, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 10, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 11, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 12, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 13, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 14, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 15, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 16, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 17, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 18, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 19, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 20, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 21, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 22, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 23, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 24, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 25, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 26, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 27, dataRateBe 24","V2X_TCC_Campaign_1_Fase_3: mcs 28, dataRateBe 24"
0,0.15767263867662126,0.17157616133801787,0.1884334771043771,0.22180370228215768,0.24200638397847854,0.25963831407861304,0.2798785497235092,0.3143003521249815,0.32229676829915915,0.34882872467513504,0.37192252579599056,0.3803609918337264,0.38920615417942434,0.41170308959346774,0.46251314227281487,0.4788556910147173,0.49524856274206047,0.5097238460108443,0.5189315699648026,0.5451117831981002,0.5560772997666278,0.5871707307017544,0.5932674781951899,0.6101411296958855,0.628026077002584,0.63272969865287,0.6596458781725889,0.6888948853377588,0.7197397333659109
1,0.1617319489060017,0.17080610040337368,0.1825548304119301,0.21854882848922627,0.2356602340733472,0.24914216932417513,0.26580432922850483,0.2813906219049963,0.29347940358716945,0.3090406887106575,0.333732488125685,0.3408278980026794,0.34285119094528643,0.36018657655976677,0.4188158000483637,0.4466775072993877,0.46008140562359007,0.475043640928134,0.48718859466237946,0.5156207756998697,0.5130708234537761,0.530462812990196,0.5544247463398476,0.5736023365021531,0.5944058076515403,0.6093499849234777,0.635015411624878,0.6692271248941714,0.7114725911003236
2,0.1725326949837436,0.1822749310729215,0.19382417878541572,0.22175892166725292,0.2332489839491645,0.24650209012708868,0.26394918344316304,0.29019939853317817,0.30698622425482175,0.3186022106211964,0.33481093253738264,0.3419299023646691,0.34790509497138683,0.36179201693180246,0.4194978728247359,0.44292041671545207,0.4560374850408257,0.46983780606994296,0.4957624395168783,0.5087891749882905,0.5191720705818295,0.5497325779473602,0.5760446626464071,0.5987626921652422,0.6229965778727445,0.6354570814474707,0.6645299557976654,0.693972005463035,0.7320824329982989
3,0.18041790379002395,0.18963039406447396,0.19917357711827485,0.22764204685252795,0.23845319284845803,0.2529355577981651,0.2728115124903283,0.29043804530186607,0.3013847342696629,0.323759466872897,0.3500370393141859,0.357856334749372,0.3628213107277505,0.37880742913958926,0.41325186143439047,0.4446255588920864,0.4603955414820144,0.47602766152517983,0.49190318782885234,0.5239364374063739,0.5368217658557776,0.5687611268580589,0.5896361870171831,0.6120158929358203,0.6363250802173593,0.6469306596693972,0.6787532517554125,0.709055026199532,0.7331372716828244
4,0.2070037296539199,0.2164847386338412,0.22783362115830894,0.24982430582386364,0.2750973021748009,0.28919212889524204,0.3073011008474576,0.3274078928941224,0.3313523400990099,0.368107067112004,0.3874741178898621,0.39533828053961545,0.4122586388918374,0.4328497439059674,0.47848003310234544,0.4804598644150694,0.4971643392729676,0.5145557827891606,0.5418667391706287,0.5664317440488984,0.5742349579374583,0.6138218286944996,0.6542654674583056,0.6772594109139426,0.6986311802801869,0.7078590312829989,0.7299788507655756,0.7565394224920802,0.7727707705546709
5,0.2168419657436709,0.2263519421380538,0.2385653940170095,0.25510912133849667,0.28133790326141495,0.2983531982839939,0.31851705144004017,0.33444463100544825,0.35133554437350356,0.3658672629471807,0.3994960918176448,0.4074457699192595,0.4267716902192067,0.451340840042649,0.46730549641572283,0.4883915085092261,0.5060263541484136,0.5232289968936679,0.5492622747235387,0.5712728354177825,0.5784512915873016,0.610877094,0.6456584169236959,0.6666677103929194,0.687119982754459,0.7065591897660819,0.7344921386496546,0.7627061384901648,0.7831820176509798
6,0.2325277838643671,0.2430608399395888,0.2545870023872162,0.2712759473081441,0.2962775663016672,0.3145040483772319,0.3368155729900365,0.3525430494396382,0.37312995933438364,0.38471443736039623,0.42198283043182266,0.43041098088893204,0.44754381523023634,0.46729808851187027,0.48641526998696216,0.49722303308699595,0.5139224521586931,0.5310554767794633,0.5602049577443028,0.6035169843437621,0.60156761493042,0.6334299406724228,0.6693589140140661,0.6945925693539985,0.7187781625553529,0.740614911487808,0.7680278861911592,0.789747267153475,0.807448514523037
7,0.23505967989561183,0.245939727073265,0.25904511655712353,0.27005376084132987,0.28887522420670003,0.30689770005894484,0.32780441085568324,0.35775598799191766,0.3718287150691604,0.39460663539874336,0.41669570646838,0.42417982304360385,0.45420453547895057,0.47821533446314574,0.4956116557655226,0.5193346552581016,0.5361648531958499,0.5539227771487127,0.5678029559041062,0.5941141857198193,0.6142537138400307,0.6264147372122761,0.6623205343026248,0.68240509875193,0.7035021718605249,0.717335138526803,0.7439759100912715,0.7682512288083302,0.7841906575546975
8,0.23669556016787485,0.24690997842426557,0.2587984417302556,0.27362234392469503,0.2919399601792325,0.30901994953243717,0.32982945026300403,0.3474797093752998,0.3663154078433269,0.3926507173019968,0.41165562348795126,0.4209460226593009,0.44026040460907817,0.46416223550765734,0.5028482808047576,0.5177655455960516,0.5336406736142748,0.5487690792710707,0.5817684708071411,0.6111102095147357,0.619728481096098,0.6289509772698653,0.6684598181887755,0.695732416135204,0.7207949573724488,0.7359681606691919,0.7567958076010101,0.7764687553914141,0.8066953181990641
9,0.24432936711339223,0.25492160638722555,0.2681253641669043,0.28151641467380906,0.30822486602453514,0.3268530497124784,0.3483411558750239,0.35944228227702896,0.3772123,0.40428616689048613,0.43451692623105165,0.44322742082666416,0.45420950722139675,0.4809833634786526,0.5230007373472728,0.54893056459799,0.5639884224497488,0.5801970649246231,0.608650643981832,0.6285174015390438,0.6267364258577195,0.6387438741496599,0.6658649119107958,0.6853140313608718,0.7020286095286367,0.7178391232628781,0.7383210329325401,0.7634001495506898,0.7873152520197543
10,0.2526287380511092,0.2651744514368623,0.2791922736497239,0.2836818059562016,0.3020642429801896,0.318452004919131,0.3411594389510958,0.3634777174821227,0.38039915127790974,0.40596771436210133,0.43362985109673796,0.44107100294338203,0.45745986763056945,0.47646266925223213,0.5107833856964397,0.5250987912891986,0.5379507723245396,0.55421043728223,0.5879341979539011,0.6056954224791744,0.6200033977067064,0.629111298406176,0.6613243229711141,0.683607155170689,0.7056608579092158,0.7203769195652174,0.7451131912546585,0.7728602221366458,0.8043950491514849
11,0.24784457841496657,0.26102847123249034,0.27531960975839054,0.2889462055769411,0.3125073964627786,0.32876324591749645,0.3499352427501185,0.37927062625011637,0.38191257376079607,0.41060261642448675,0.43514948082814964,0.4417527774579891,0.46843096993553435,0.49155099850066636,0.5132555353057688,0.5479619455788178,0.5628293848768473,0.5791628908374383,0.5926826237521515,0.6190284594819039,0.6190247423105224,0.6352528759551392,0.6669414257734531,0.6841347224800399,0.704164470259481,0.7234855182076287,0.7480579915072213,0.7722087783606962,0.8091236896654646
12,0.2499493921047708,0.2614999019457437,0.27499105210477076,0.30248959162377165,0.3218372638562215,0.3396922642166161,0.35999417660280725,0.37755935310055866,0.39391541140895414,0.41681940920428107,0.44689110632688933,0.45493756692257886,0.4755652965159522,0.49908748920391377,0.5285079918512956,0.5633420766425181,0.5796459984261804,0.5966273133150137,0.6007853313075965,0.6231724575852166,0.6329272100386583,0.6514168245428535,0.6828273829140722,0.7033486383063512,0.7252969110336238,0.737380500658958,0.7612548471217208,0.7824772448464504,0.807718999599349
13,0.2585902128080657,0.27095482592419723,0.2850918141523525,0.3056879608797819,0.3238317074824778,0.34050517380185635,0.36135259605038833,0.38640057520155685,0.3991349689522559,0.4184770051544456,0.4502438613437559,0.45841402657733105,0.4794070047725723,0.4991834787344858,0.5334027574452375,0.5666640057048216,0.581986656766041,0.5977598502269661,0.6174621372727274,0.6319467328171091,0.6389584524969097,0.6580572747870108,0.6899942731646826,0.7127899154885913,0.7323111518105158,0.742412642262052,0.7641109694684796,0.7924978769962916,0.818553399110562
14,0.2611803315893108,0.2739296321050165,0.28975571674636663,0.30873042262227623,0.3274643884019645,0.3462733891103135,0.3685037153192293,0.3835675080227357,0.40858267787485913,0.4339056195662248,0.46241184109246036,0.4721684529537235,0.4918564057181362,0.5102619966823607,0.5516756138568979,0.5737214385392574,0.5874178270846013,0.6035377395982958,0.6169809324248692,0.6390805846683894,0.6525242478503765,0.6696872461978343,0.6924829187629369,0.7121731111652259,0.7275663401923779,0.7515475871034148,0.7780830194720272,0.799822704613708,0.8161385416513985
15,0.249896154827907,0.2614918778418605,0.2750913804651163,0.2946707975964226,0.3206310915909729,0.33618069096357334,0.3554706101133065,0.3747184861615413,0.39209793640436846,0.40832140237764825,0.44291891441649717,0.4511890319678195,0.4664330643963444,0.484998010131291,0.517650435329777,0.5527248591136613,0.5665939196679282,0.5828718108167501,0.5817797347899976,0.6147253525661344,0.6284952899332928,0.647893678549665,0.6709641560458312,0.695080945148708,0.7164703665407118,0.7411217649006623,0.7636345121658082,0.7895357800711307,0.8250621014278681
16,0.26016035720843095,0.271775945648712,0.28597689096018736,0.30089082863708844,0.31985160875283875,0.3381694600302801,0.36160615424867526,0.3792248190157846,0.40160726164730143,0.4157922584495834,0.4463732002807675,0.4545182987552644,0.46542677607904825,0.4866614222123005,0.5311377730574429,0.5651653558866634,0.5814668967269174,0.596607952369321,0.6017524171969881,0.6238700362404533,0.6453164782307131,0.6548786936739659,0.678707817766931,0.6992362059426479,0.7205266078340451,0.7379260922813874,0.7605293314606741,0.7834226671592576,0.8052830801399289
17,0.25460372802104864,0.2674105778049239,0.28132793679759444,0.2928729919169904,0.3197837282966771,0.3364236443111492,0.356370292211749,0.3668497632325495,0.3907933552744586,0.4107235884208556,0.43572907091097307,0.4437740876811595,0.46332209508967953,0.4810037401138139,0.5177823938175046,0.5432106179312057,0.558593875400472,0.575667023121818,0.5827137383972468,0.60863789990099,0.6135528313493532,0.6389993540793689,0.6657917541815495,0.6907978909717947,0.7159821128464097,0.7427493238089314,0.7669339274536633,0.7872875487996019,0.8190097696842105
18,0.25631803416963117,0.2683996730949261,0.28262940665605696,0.3044730086753295,0.32234535975460127,0.3401575807456348,0.3615328996413403,0.37864751890626464,0.40565431640310656,0.42532270791210874,0.4589639790828264,0.46725026267664954,0.4687288851020008,0.48876264667410724,0.524207762618666,0.5593433343182933,0.5746981580063758,0.5905639016184404,0.5988024727360892,0.6249818165726894,0.6418883209432357,0.6590438034926469,0.6784133591493571,0.7018197806256181,0.7233707922972304,0.7513059210857496,0.7745374266502159,0.7992273632202345,0.8210699800883328
19,0.25119280292149654,0.2634067256620488,0.27740337009706906,0.29467934219496206,0.3151867035896951,0.3342173955673423,0.3544795208562228,0.36878659761949567,0.3875724517225195,0.42133443885320226,0.4432990420481359,0.45097676905143935,0.45979281393507515,0.48029750533003485,0.5244959750713842,0.5600694251852766,0.5738594461462452,0.5894255833992095,0.6010306049349702,0.6100563614399404,0.6300521967030244,0.6480577953727824,0.6694689368134586,0.6915546298367146,0.7115478535254824,0.7308097695323333,0.7578272500441195,0.7842831835749402,0.8016691502615193
20,0.24929520789621054,0.2611856756580175,0.2734339559921598,0.2910970810265982,0.3150523737162668,0.33108171663230884,0.35236035122751125,0.37006705772706106,0.3860578315327103,0.4102628565566126,0.4371675585631755,0.44353230829295565,0.45117049281103283,0.4738370193146417,0.5062098934481467,0.5339715202628968,0.5490169495039683,0.5654772950892858,0.5887577645433427,0.5975857917169974,0.6096999745173745,0.6290381525330396,0.6421174242439205,0.6641497080730774,0.6873024333539071,0.7123133817920521,0.7388539573356661,0.7636560327543115,0.7875854253821097
